"Value.SSB","Value.Recr","Value.SPRratio","Value.F","Value.Bratio","Value.ForeCatch","Value.OFLCatch","Value.lnSPB","year","model_run","iteration","scenario"
777979,9890650,0.288722,0.107301,1.85676,NA,NA,NA,"2005","researchOM_constantgrowthEM_EM_init","2","researchModel"
995795,6441430,0.231843,0.0876979,2.37661,NA,NA,NA,"2006","researchOM_constantgrowthEM_EM_init","2","researchModel"
966365,3365840,0.304621,0.119194,2.30637,NA,NA,NA,"2007","researchOM_constantgrowthEM_EM_init","2","researchModel"
783580,5293360,0.35291,0.11789,1.87013,NA,NA,NA,"2008","researchOM_constantgrowthEM_EM_init","2","researchModel"
557306,6793010,0.363145,0.133246,1.33009,NA,NA,NA,"2009","researchOM_constantgrowthEM_EM_init","2","researchModel"
393325,400742,0.330603,0.181148,0.938727,NA,NA,NA,"2010","researchOM_constantgrowthEM_EM_init","2","researchModel"
322517,314185,0.456921,0.216737,0.769732,NA,NA,NA,"2011","researchOM_constantgrowthEM_EM_init","2","researchModel"
189701,328866,0.493171,0.362808,0.452749,NA,NA,NA,"2012","researchOM_constantgrowthEM_EM_init","2","researchModel"
84503.1,731975,0.435704,0.427636,0.201679,NA,NA,NA,"2013","researchOM_constantgrowthEM_EM_init","2","researchModel"
44345.9,1611600,0.286636,0.297152,0.105838,NA,NA,NA,"2014","researchOM_constantgrowthEM_EM_init","2","researchModel"
40639.2,1052700,0.011401,0.00565625,0.0969912,NA,NA,NA,"2015","researchOM_constantgrowthEM_EM_init","2","researchModel"
56240.9,2139940,0.257638,0.117399,0.134227,NA,NA,NA,"2016","researchOM_constantgrowthEM_EM_init","2","researchModel"
66341.3,979914,0.166857,0.0882868,0.158333,NA,NA,NA,"2017","researchOM_constantgrowthEM_EM_init","2","researchModel"
84149.6,4806030,0.213429,0.125582,0.200835,NA,NA,NA,"2018","researchOM_constantgrowthEM_EM_init","2","researchModel"
89177.4,5422670,0.206462,0.12506,0.212835,NA,NA,11.3984,"2019","researchOM_constantgrowthEM_EM_init","2","researchModel"
132334,5422670,0.472202,0.38206,0.315834,57381.1,92280.3,NA,"2020","researchOM_constantgrowthEM_EM_init","2","researchModel"
1872.11,125155,NA,NA,NA,NA,NA,7.53482,"1981","testNew_OM","2","researchModel"
4192.87,350606,NA,NA,NA,NA,NA,NA,"1982","testNew_OM","2","researchModel"
6907.81,357501,NA,NA,NA,NA,NA,NA,"1983","testNew_OM","2","researchModel"
17231.2,337166,NA,NA,NA,NA,NA,NA,"1984","testNew_OM","2","researchModel"
25506.2,913201,NA,NA,NA,NA,NA,NA,"1985","testNew_OM","2","researchModel"
